COD;DESCRIÇÃO;CATEGORIA;PREÇO UNITÁRIO;ID LOJA;MOVIMENTAÇÃO;TIPO
MOV00281;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA C;1;ENTRADA
MOV00282;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA C;-2;SAÍDA
MOV00283;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA B;-3;SAÍDA
MOV00284;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;-2;SAÍDA
MOV00285;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA C;-1;SAÍDA
MOV00286;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;1;ENTRADA
MOV00287;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;1;ENTRADA
MOV00288;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;-1;SAÍDA
MOV00289;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA A;1;ENTRADA
MOV00290;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA A;2;ENTRADA
MOV00291;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA E;5;ENTRADA
MOV00292;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA C;-1;SAÍDA
MOV00293;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA B;1;ENTRADA
MOV00294;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA B;-1;SAÍDA
MOV00295;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA C;2;ENTRADA
MOV00296;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA D;1;ENTRADA
MOV00297;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA E;-3;SAÍDA
MOV00298;JAQUETA FIT. FEM. PRETA;ROUPAS;139,99;LOJA B;-1;SAÍDA
MOV00299;REGATA FEM. ROSA;ROUPAS;89,99;LOJA A;-1;SAÍDA
MOV00300;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA C;-3;SAÍDA
MOV00301;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA B;-2;SAÍDA
MOV00302;REGATA FEM. ROSA;ROUPAS;89,99;LOJA B;-2;SAÍDA
MOV00303;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA C;2;ENTRADA
MOV00304;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;2;ENTRADA
MOV00305;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA A;2;ENTRADA
MOV00306;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA C;2;ENTRADA
MOV00307;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA C;-3;SAÍDA
MOV00308;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA D;-4;SAÍDA
MOV00309;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA C;-1;SAÍDA
MOV00310;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA A;1;ENTRADA
MOV00311;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA A;-1;SAÍDA
MOV00312;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA B;1;ENTRADA
MOV00313;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA A;-3;SAÍDA
MOV00314;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA D;-1;SAÍDA
MOV00315;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA D;2;ENTRADA
MOV00316;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA A;-1;SAÍDA
MOV00317;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA C;-5;SAÍDA
MOV00318;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA C;-1;SAÍDA
MOV00319;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA C;-1;SAÍDA
MOV00320;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA D;-1;SAÍDA
MOV00321;JAQUETA FIT. FEM. PRETA;ROUPAS;139,99;LOJA C;-1;SAÍDA
MOV00322;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA B;-2;SAÍDA
MOV00323;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA D;-8;SAÍDA
MOV00324;REGATA FEM. PRETA;ROUPAS;79,99;LOJA D;-3;SAÍDA
MOV00325;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA B;1;ENTRADA
MOV00326;REGATA FEM. PRETA;ROUPAS;79,99;LOJA D;-2;SAÍDA
MOV00327;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA A;1;ENTRADA
MOV00328;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA A;1;ENTRADA
MOV00329;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA D;-1;SAÍDA
MOV00330;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;4;DEVOLUÇÃO
MOV00331;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA C;1;ENTRADA
MOV00332;REGATA FEM. CINZA;ROUPAS;59,99;LOJA A;-2;SAÍDA
MOV00333;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;-2;SAÍDA
MOV00334;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA B;-1;SAÍDA
MOV00335;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA D;3;DEVOLUÇÃO
MOV00336;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;3;ENTRADA
MOV00337;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA E;-2;SAÍDA
MOV00338;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA A;-1;SAÍDA
MOV00339;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA A;2;ENTRADA
MOV00340;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA C;1;ENTRADA
MOV00341;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA A;-3;SAÍDA
MOV00342;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA C;-1;SAÍDA
MOV00343;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA A;3;DEVOLUÇÃO
MOV00344;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA D;-1;SAÍDA
MOV00345;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA E;3;ENTRADA
MOV00346;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA D;2;ENTRADA
MOV00347;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA B;-2;SAÍDA
MOV00348;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA B;4;ENTRADA
MOV00349;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA B;-3;SAÍDA
MOV00350;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA D;-3;SAÍDA
MOV00351;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA B;1;ENTRADA
MOV00352;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;2;DEVOLUÇÃO
MOV00353;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA A;1;DEVOLUÇÃO
MOV00354;REGATA FEM. AZUL;ROUPAS;89,99;LOJA E;1;ENTRADA
MOV00355;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA A;2;ENTRADA
MOV00356;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA D;-2;SAÍDA
MOV00357;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA E;2;DEVOLUÇÃO
MOV00358;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA C;-1;SAÍDA
MOV00359;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;1;ENTRADA
MOV00360;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA D;1;ENTRADA
MOV00361;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA C;-1;SAÍDA
MOV00362;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA A;-1;SAÍDA
MOV00363;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA D;2;ENTRADA
MOV00364;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA D;1;ENTRADA
MOV00365;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA B;1;ENTRADA
MOV00366;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;-2;SAÍDA
MOV00367;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA C;-1;SAÍDA
MOV00368;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA D;1;ENTRADA
MOV00369;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;2;ENTRADA
MOV00370;REGATA FEM. AZUL;ROUPAS;89,99;LOJA A;-4;SAÍDA
MOV00371;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA D;2;ENTRADA
MOV00372;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA B;1;ENTRADA
MOV00373;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA D;6;ENTRADA
MOV00374;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA C;-6;SAÍDA
MOV00375;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA E;-4;SAÍDA
MOV00376;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA C;1;ENTRADA
MOV00377;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;-2;SAÍDA
MOV00378;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA D;7;ENTRADA
MOV00379;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA B;2;ENTRADA
MOV00380;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA C;2;ENTRADA
MOV00381;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA B;-1;SAÍDA
MOV00382;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA D;2;ENTRADA
MOV00383;REGATA FEM. ROSA;ROUPAS;89,99;LOJA B;2;ENTRADA
MOV00384;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA E;1;ENTRADA
MOV00385;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA C;1;ENTRADA
MOV00386;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;1;ENTRADA
MOV00387;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA C;3;ENTRADA
MOV00388;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;-2;SAÍDA
MOV00389;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA E;-3;SAÍDA
MOV00390;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;1;ENTRADA
MOV00391;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA B;-1;SAÍDA
MOV00392;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA D;1;DEVOLUÇÃO
MOV00393;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA D;4;DEVOLUÇÃO
MOV00394;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA B;-4;SAÍDA
MOV00395;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA D;2;ENTRADA
MOV00396;REGATA FEM. PRETA;ROUPAS;79,99;LOJA C;1;ENTRADA
MOV00397;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA A;-1;SAÍDA
MOV00398;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;-4;SAÍDA
MOV00399;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA B;1;ENTRADA
MOV00400;REGATA FEM. CINZA;ROUPAS;59,99;LOJA B;-1;SAÍDA
MOV00401;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA D;6;ENTRADA
MOV00402;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA C;-1;SAÍDA
MOV00403;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA B;1;ENTRADA
MOV00404;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA B;2;ENTRADA
MOV00405;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA A;-3;SAÍDA
MOV00406;REGATA FEM. AZUL;ROUPAS;89,99;LOJA C;-1;SAÍDA
MOV00407;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;6;ENTRADA
MOV00408;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA B;-2;SAÍDA
MOV00409;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;4;ENTRADA
MOV00410;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;2;ENTRADA
MOV00411;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA B;-1;SAÍDA
MOV00412;REGATA FEM. AZUL;ROUPAS;89,99;LOJA B;1;DEVOLUÇÃO
MOV00413;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA C;3;ENTRADA
MOV00414;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA D;-1;SAÍDA
MOV00415;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA D;2;ENTRADA
MOV00416;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA B;-1;SAÍDA
MOV00417;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA B;-5;SAÍDA
MOV00418;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA D;1;DEVOLUÇÃO
MOV00419;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;-1;SAÍDA
MOV00420;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA A;1;ENTRADA
MOV00421;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA D;-3;SAÍDA
MOV00422;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;3;ENTRADA
MOV00423;REGATA FEM. ROSA;ROUPAS;89,99;LOJA C;3;ENTRADA
MOV00424;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;2;ENTRADA
MOV00425;REGATA FEM. AZUL;ROUPAS;89,99;LOJA D;-2;SAÍDA
MOV00426;REGATA FEM. CINZA;ROUPAS;59,99;LOJA D;-4;SAÍDA
MOV00427;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA D;1;ENTRADA
MOV00428;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA B;-1;SAÍDA
MOV00429;REGATA FEM. PRETA;ROUPAS;79,99;LOJA D;2;ENTRADA
MOV00430;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;-1;SAÍDA
MOV00431;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA E;-6;SAÍDA
MOV00432;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA C;-1;SAÍDA
MOV00433;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA D;3;ENTRADA
MOV00434;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA C;-3;SAÍDA
MOV00435;REGATA FEM. ROSA;ROUPAS;89,99;LOJA E;-2;SAÍDA
MOV00436;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;1;ENTRADA
MOV00437;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA D;1;ENTRADA
MOV00438;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA E;-5;SAÍDA
MOV00439;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA B;5;ENTRADA
MOV00440;REGATA FEM. ROSA;ROUPAS;89,99;LOJA C;-2;SAÍDA
MOV00441;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA B;1;ENTRADA
MOV00442;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA E;3;ENTRADA
MOV00443;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;3;ENTRADA
MOV00444;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA A;2;ENTRADA
MOV00445;REGATA FEM. CINZA;ROUPAS;59,99;LOJA B;-3;SAÍDA
MOV00446;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA A;-6;SAÍDA
MOV00447;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA E;11;ENTRADA
MOV00448;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;5;ENTRADA
MOV00449;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA D;4;ENTRADA
MOV00450;REGATA FEM. AZUL;ROUPAS;89,99;LOJA B;-1;SAÍDA
MOV00451;REGATA FEM. CINZA;ROUPAS;59,99;LOJA B;3;ENTRADA
MOV00452;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA D;1;ENTRADA
MOV00453;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA C;-2;SAÍDA
MOV00454;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA B;-1;SAÍDA
MOV00455;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA A;1;ENTRADA
MOV00456;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA D;1;ENTRADA
MOV00457;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA E;1;ENTRADA
MOV00458;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA B;-1;SAÍDA
MOV00459;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA B;1;ENTRADA
MOV00460;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA B;2;DEVOLUÇÃO
MOV00461;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA A;-1;SAÍDA
MOV00462;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;-1;SAÍDA
MOV00463;REGATA FEM. ROSA;ROUPAS;89,99;LOJA C;3;ENTRADA
MOV00464;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA C;-1;SAÍDA
MOV00465;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA A;-1;SAÍDA
MOV00466;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA B;1;ENTRADA
MOV00467;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA D;-2;SAÍDA
MOV00468;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA E;4;ENTRADA
MOV00469;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA D;-1;SAÍDA
MOV00470;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;2;ENTRADA
MOV00471;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA B;-2;SAÍDA
MOV00472;REGATA FEM. AZUL;ROUPAS;89,99;LOJA C;-3;SAÍDA
MOV00473;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA D;1;ENTRADA
MOV00474;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA C;-1;SAÍDA
MOV00475;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA D;-1;SAÍDA
MOV00476;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;-1;SAÍDA
MOV00477;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA B;-4;SAÍDA
MOV00478;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA B;-3;SAÍDA
MOV00479;REGATA FEM. PRETA;ROUPAS;79,99;LOJA A;-2;SAÍDA
MOV00480;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA B;-1;SAÍDA
MOV00481;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA B;2;ENTRADA
MOV00482;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA C;-3;SAÍDA
MOV00483;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA A;-3;SAÍDA
MOV00484;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;-1;SAÍDA
MOV00485;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA D;3;ENTRADA
MOV00486;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;-3;SAÍDA
MOV00487;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA D;1;ENTRADA
MOV00488;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA A;-2;SAÍDA
MOV00489;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA C;2;ENTRADA
MOV00490;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA A;1;ENTRADA
MOV00491;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA D;3;ENTRADA
MOV00492;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA B;2;ENTRADA
MOV00493;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA B;4;ENTRADA
MOV00494;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA A;-1;SAÍDA
MOV00495;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA E;1;ENTRADA
MOV00496;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA C;-1;SAÍDA
MOV00497;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA B;-1;SAÍDA
MOV00498;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA A;-3;SAÍDA
MOV00499;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA A;-1;SAÍDA
MOV00500;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA D;-1;SAÍDA
MOV00501;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA D;1;ENTRADA
MOV00502;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;1;ENTRADA
MOV00503;REGATA FEM. ROSA;ROUPAS;89,99;LOJA A;-3;SAÍDA
MOV00504;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA A;1;ENTRADA
MOV00505;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA E;3;ENTRADA
MOV00506;REGATA FEM. AZUL;ROUPAS;89,99;LOJA B;-9;SAÍDA
MOV00507;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;-2;SAÍDA
MOV00508;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA A;1;ENTRADA
MOV00509;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA D;-3;SAÍDA
MOV00510;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA B;-2;SAÍDA
MOV00511;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA A;-4;SAÍDA
MOV00512;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;2;ENTRADA
MOV00513;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA C;2;ENTRADA
MOV00514;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA C;-1;SAÍDA
MOV00515;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA B;-6;SAÍDA
MOV00516;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA D;4;ENTRADA
MOV00517;REGATA FEM. AZUL;ROUPAS;89,99;LOJA A;8;ENTRADA
MOV00518;REGATA FEM. PRETA;ROUPAS;79,99;LOJA A;1;ENTRADA
MOV00519;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA B;3;ENTRADA
MOV00520;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;2;ENTRADA
MOV00521;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;-6;SAÍDA
MOV00522;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA B;1;ENTRADA
MOV00523;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA A;-1;SAÍDA
MOV00524;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA B;1;ENTRADA
MOV00525;REGATA FEM. CINZA;ROUPAS;59,99;LOJA B;6;ENTRADA
MOV00526;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;-2;SAÍDA
MOV00527;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA C;2;ENTRADA
MOV00528;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA B;1;ENTRADA
MOV00529;REGATA FEM. CINZA;ROUPAS;59,99;LOJA A;-4;SAÍDA
MOV00530;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA E;-1;SAÍDA
MOV00531;REGATA FEM. AZUL;ROUPAS;89,99;LOJA C;1;ENTRADA
MOV00532;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA B;-2;SAÍDA
MOV00533;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA E;3;ENTRADA
MOV00534;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA B;-1;SAÍDA
MOV00535;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA B;-5;SAÍDA
MOV00536;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA D;-1;SAÍDA
MOV00537;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA A;-1;SAÍDA
MOV00538;REGATA FEM. CINZA;ROUPAS;59,99;LOJA B;-3;SAÍDA
MOV00539;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA B;1;ENTRADA
MOV00540;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA C;-2;SAÍDA
MOV00541;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA B;5;ENTRADA
MOV00542;REGATA FEM. PRETA;ROUPAS;79,99;LOJA D;-2;SAÍDA
MOV00543;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA C;4;ENTRADA
MOV00544;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA A;-2;SAÍDA
MOV00545;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA B;2;ENTRADA
MOV00546;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA A;-1;SAÍDA
MOV00547;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA A;2;ENTRADA
MOV00548;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA A;-2;SAÍDA
MOV00549;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA C;1;ENTRADA
MOV00550;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA B;-1;SAÍDA
MOV00551;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA A;-2;SAÍDA
MOV00552;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;-1;SAÍDA
MOV00553;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA A;1;ENTRADA
MOV00554;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA B;-2;SAÍDA
MOV00555;REGATA FEM. AZUL;ROUPAS;89,99;LOJA D;4;ENTRADA
MOV00556;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;-1;SAÍDA
MOV00557;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA E;2;ENTRADA
MOV00558;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;-1;SAÍDA
MOV00559;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA C;5;ENTRADA
